County,Alfa Romeo Tonale,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q4 Sportback e-tron,Audi Q4 e-tron,Audi Q5 Plug In,Audi Q8 Sportback e-tron,Audi Q8 e-tron,Audi RS e-tron GT,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW XM,BMW i3,BMW i3 REx,BMW i4,BMW i5,BMW i7,BMW i8,BMW iX,BYD 8TT,Bentley Bentayga Hybrid,Bentley Flying Spur Hybrid,BrightDrop EV600,Cadillac CT6,Cadillac ELR,Cadillac Lyriq,Chevrolet Blazer EV,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Silverado EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,Dodge Hornet,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Fisker Ocean,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,Freightliner eCascadia,GEM NEV,GMC Hummer EV Pickup,GMC Hummer EV SUV,Genesis G80 EV,Genesis GV60 EV,Genesis GV70 EV,Gillig Battery Electric Bus,GreenPower EV Star,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq 5,Hyundai Ioniq 6,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,IC Bus CE Electric Bus,International MV60E,Jaguar I-PACE,Jaguar I-Pace,Jeep Grand Cherokee Plug In,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia EV9,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorento Plug In,Kia Soul EV,Kia Sportage Plug-In,Land Rover Range Rover Plug In,Lexus NX 450h+,Lexus RZ 450e,Lexus TX 500h,Lincoln Aviator Plug In,Lincoln Corsair,Lion LionC Bus,Lucid Air,Mazda CX-90,Mazda MX-30,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQB,Mercedes EQE,Mercedes EQE SUV,Mercedes EQS,Mercedes EQS SUV,Mercedes GLC 350e Hybrid,Mercedes GLE 450e,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Mercedes S580e,Miles ZX40ST,Mini Cooper SE Countryman,Mini Cooper SE Hardtop 2 Door,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Ariya,Nissan Leaf,Orange EV T-Series N Standard Duty,Peterbilt 220EV,Peterbilt 579EV,Polestar 1,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Panamera Turbo S E-Hybrid,Porsche Taycan,Rivian EDV,Rivian R1S,Rivian R1T,Rolls Royce Spectre,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Subaru Solterra,Tesla Cybertruck,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Tesla Semi,Toyota BZ4X,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo Trucks VNR Electric Truck,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug-In,Volvo XC90 Plug-In,Wheego Life,Workhorse E-GEN Van,Xos MDXT,Grand Total
Guadalupe,,1.0,1.0,,1.0,8.0,3.0,,3.0,,8.0,5.0,3.0,8.0,5.0,1.0,1.0,10.0,,2.0,2.0,4.0,1.0,,1.0,2.0,,,,,,1.0,4.0,,12.0,21.0,,,24.0,17.0,,,,,2.0,,1.0,3.0,,7.0,17.0,2.0,16.0,32.0,,,,,,,,,,,,,3.0,9.0,2.0,,2.0,2.0,1.0,1.0,,,,,1.0,9.0,27.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,6.0,1.0,,2.0,1.0,,,,,1.0,3.0,3.0,4.0,,1.0,1.0,,,,,,,1.0,4.0,1.0,,2.0,20.0,,,,,4.0,,3.0,,,2.0,,4.0,3.0,,1.0,,,,1.0,2.0,240.0,57.0,31.0,205.0,,,1.0,5.0,18.0,,8.0,13.0,1.0,2.0,,1.0,,,1.0,3.0,5.0,,,,958.0
Hale,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,5.0,2.0,,,,,,,,,,1.0,9.0,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,3.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,2.0,3.0,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,46.0
Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0
Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,1.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,16.0
Hansford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0
Hardeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0
Hardin,,,,,,,,,,,,,,3.0,3.0,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,3.0,,,,,,,,,,,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,5.0,8.0,,3.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,30.0,3.0,3.0,17.0,,,,1.0,6.0,,3.0,1.0,,,1.0,,,,,1.0,1.0,,,,111.0
Harris,23.0,43.0,7.0,4.0,42.0,167.0,126.0,1.0,134.0,8.0,326.0,110.0,80.0,235.0,216.0,24.0,45.0,405.0,14.0,159.0,168.0,334.0,37.0,31.0,91.0,211.0,,3.0,4.0,,10.0,37.0,235.0,4.0,541.0,641.0,11.0,19.0,541.0,421.0,1.0,1.0,,3.0,40.0,9.0,18.0,126.0,107.0,107.0,465.0,7.0,282.0,741.0,,2.0,,11.0,29.0,22.0,37.0,21.0,18.0,,,4.0,144.0,394.0,112.0,12.0,18.0,138.0,3.0,9.0,4.0,10.0,,,47.0,385.0,887.0,8.0,197.0,29.0,121.0,85.0,9.0,36.0,16.0,34.0,30.0,47.0,54.0,,80.0,28.0,,98.0,71.0,1.0,,6.0,6.0,211.0,91.0,175.0,386.0,,26.0,66.0,12.0,13.0,,3.0,1.0,21.0,73.0,60.0,12.0,,141.0,592.0,,,,2.0,136.0,4.0,203.0,98.0,1.0,457.0,805.0,442.0,240.0,6.0,18.0,1.0,,10.0,40.0,21.0,9008.0,2514.0,1681.0,8088.0,10.0,,71.0,71.0,331.0,2.0,208.0,640.0,28.0,50.0,44.0,8.0,,7.0,115.0,175.0,324.0,,,,38420.0
Harrison,,1.0,,,,1.0,,,,,,,,,1.0,,,3.0,,2.0,2.0,,,,,1.0,,,,,,,,,,1.0,,,3.0,3.0,,,,,1.0,,,,,,4.0,,4.0,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,8.0,,,,,1.0,,,,,,,,,4.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,,,,,,,1.0,,,,,,1.0,,,,,,,,28.0,16.0,9.0,23.0,1.0,,1.0,1.0,6.0,,3.0,1.0,,,,,,,,1.0,2.0,,,,147.0
Hartley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0
Haskell,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,7.0
Hays,3.0,6.0,,,3.0,13.0,18.0,,8.0,,22.0,5.0,7.0,18.0,23.0,,7.0,46.0,2.0,12.0,16.0,29.0,2.0,,5.0,9.0,,,2.0,,,1.0,13.0,1.0,47.0,71.0,,4.0,96.0,52.0,,,,2.0,3.0,,2.0,22.0,2.0,16.0,49.0,,40.0,83.0,,,,1.0,2.0,3.0,,,1.0,,,,25.0,36.0,8.0,,4.0,5.0,1.0,2.0,,,,,3.0,14.0,64.0,,15.0,1.0,12.0,20.0,2.0,6.0,4.0,2.0,,4.0,,,8.0,6.0,,2.0,11.0,,,,1.0,8.0,6.0,2.0,7.0,,1.0,2.0,,1.0,,,,3.0,4.0,8.0,1.0,,7.0,75.0,,,,,18.0,,6.0,3.0,,17.0,55.0,40.0,42.0,,1.0,,,3.0,4.0,11.0,736.0,181.0,106.0,676.0,1.0,,5.0,11.0,46.0,1.0,33.0,55.0,5.0,8.0,4.0,1.0,1.0,1.0,10.0,12.0,34.0,,,,3275.0
Hemphill,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,5.0
Henderson,1.0,,,,,,2.0,,,,1.0,,,2.0,1.0,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,3.0,,3.0,6.0,,,10.0,3.0,,,,,,,,4.0,,,6.0,,6.0,3.0,,,,1.0,,,,,,,,,5.0,,,,,,,1.0,,,,,,3.0,6.0,,1.0,,2.0,,,,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,1.0,,,1.0,,2.0,1.0,,,,,,,,34.0,23.0,4.0,15.0,,,,,6.0,1.0,4.0,4.0,,,,1.0,,,,1.0,1.0,,,,183.0
Hidalgo,3.0,1.0,,,3.0,11.0,10.0,,8.0,1.0,13.0,4.0,1.0,29.0,20.0,2.0,1.0,27.0,3.0,8.0,10.0,33.0,3.0,,10.0,24.0,,,,,2.0,3.0,34.0,3.0,22.0,33.0,,2.0,43.0,41.0,,3.0,,,4.0,,,11.0,5.0,14.0,70.0,1.0,16.0,89.0,1.0,,,2.0,1.0,13.0,,,1.0,,,,8.0,21.0,22.0,,,3.0,,,,,,1.0,3.0,103.0,226.0,,17.0,1.0,4.0,8.0,,1.0,1.0,3.0,5.0,5.0,13.0,,7.0,1.0,,6.0,5.0,,,2.0,,4.0,4.0,6.0,11.0,,1.0,6.0,,,,,,3.0,2.0,8.0,,,18.0,22.0,,,,,2.0,,10.0,6.0,,15.0,,7.0,8.0,,3.0,,,,2.0,4.0,620.0,112.0,105.0,503.0,,,5.0,7.0,30.0,,15.0,30.0,,6.0,4.0,,,,2.0,11.0,23.0,,,,2720.0
Hill,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,3.0,5.0,,,6.0,2.0,,,,,,1.0,,2.0,1.0,,,,3.0,4.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,6.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,2.0,3.0,,,,,,,,,,,,,,,1.0,,,,,1.0,18.0,3.0,3.0,12.0,,,,,5.0,,3.0,,,,,,,,,,1.0,,,,97.0
Hockley,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,21.0
Hood,,1.0,1.0,,,1.0,3.0,,,,2.0,,,2.0,3.0,,,7.0,,,3.0,5.0,1.0,,,1.0,,,,,,,3.0,,3.0,12.0,,,8.0,5.0,,,,,2.0,,,4.0,,5.0,4.0,,7.0,6.0,,,,,,,,,,,,,,9.0,1.0,,,1.0,1.0,1.0,,,,,,3.0,20.0,,9.0,1.0,1.0,3.0,,1.0,,,,1.0,1.0,,6.0,2.0,,,1.0,,,,,,,,4.0,,,1.0,,,,,,1.0,,,,,3.0,10.0,,,,,,,,,,1.0,,4.0,1.0,,1.0,,,,,,78.0,18.0,8.0,50.0,,,,,6.0,,3.0,3.0,,,,,,,2.0,4.0,3.0,1.0,,,353.0
Hopkins,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,4.0,,,2.0,3.0,,,,,,,,,,1.0,1.0,,3.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,27.0,5.0,2.0,9.0,,,,1.0,1.0,,,2.0,1.0,,,,,,,1.0,1.0,,,,80.0
Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,15.0
Howard,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,1.0,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,6.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.0,1.0,,9.0,,,1.0,2.0,5.0,,,,,,1.0,,,,,,1.0,,,,55.0
Hudspeth,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Hunt,,,,,,,,,,,,,,2.0,,,,1.0,,,3.0,2.0,,,,,,,,,,,2.0,,7.0,19.0,,1.0,19.0,7.0,,,,,2.0,,,3.0,1.0,2.0,5.0,,7.0,12.0,,,,,1.0,,,,,,,,2.0,2.0,1.0,,,1.0,,,,,,,,3.0,13.0,,,,2.0,2.0,,,1.0,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,1.0,6.0,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,91.0,17.0,6.0,52.0,,,1.0,,12.0,,1.0,6.0,1.0,,1.0,,,,,,,,,,329.0
Hutchinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,19.0
Irion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Jack,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,9.0
Jackson,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,3.0,,,,,,,,,,,1.0,,,,,,,,,,12.0
Jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,5.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,1.0,5.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,36.0
Jeff Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,12.0
Jefferson,,1.0,,,,3.0,3.0,,,,2.0,,,1.0,2.0,1.0,,11.0,,2.0,5.0,1.0,,1.0,2.0,2.0,,,,,,2.0,2.0,,22.0,9.0,,,14.0,15.0,,,,,2.0,1.0,,2.0,2.0,4.0,9.0,,8.0,5.0,,,,1.0,2.0,1.0,,,1.0,,,,3.0,3.0,,,,,,,,,,,1.0,5.0,14.0,,10.0,,3.0,,1.0,,,2.0,1.0,1.0,,,6.0,1.0,,1.0,,,,,,,1.0,3.0,7.0,,1.0,,,,,,,,,1.0,,,2.0,7.0,,,,,,,,1.0,,1.0,,6.0,2.0,,,,,,1.0,,109.0,37.0,28.0,110.0,,,2.0,2.0,5.0,,4.0,5.0,,1.0,,1.0,,,2.0,2.0,2.0,,,,534.0
Jim Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0
Jim Wells,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,2.0,,,1.0,,,2.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,11.0,4.0,2.0,4.0,,,,,,,,4.0,,,,,,,,,,,,,48.0
Johnson,,1.0,1.0,,,2.0,1.0,,1.0,,3.0,1.0,,4.0,4.0,,,4.0,,,1.0,5.0,,,2.0,2.0,,,,,,2.0,2.0,,7.0,13.0,,,25.0,14.0,,,,,5.0,,,10.0,2.0,6.0,17.0,,11.0,27.0,,,,1.0,1.0,1.0,,,,,,,4.0,9.0,3.0,,,,1.0,,,,,,2.0,8.0,36.0,,14.0,,4.0,2.0,,,,1.0,,,1.0,,3.0,,,1.0,4.0,,,,1.0,3.0,1.0,2.0,2.0,,,2.0,1.0,,,,,1.0,1.0,5.0,1.0,,8.0,15.0,,,,,,,1.0,3.0,,6.0,9.0,7.0,7.0,1.0,2.0,,,,1.0,2.0,230.0,46.0,32.0,118.0,,,1.0,2.0,12.0,,5.0,15.0,,1.0,,,,,,3.0,4.0,,,,820.0
Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,2.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,17.0
Karnes,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,20.0
Kaufman,,,1.0,,1.0,3.0,4.0,,4.0,,3.0,1.0,2.0,5.0,11.0,,,7.0,1.0,4.0,3.0,1.0,,,3.0,3.0,,,,,,3.0,5.0,1.0,16.0,23.0,,,26.0,13.0,,1.0,,,3.0,,1.0,8.0,4.0,5.0,8.0,,14.0,40.0,,,,1.0,,1.0,,,1.0,,,,3.0,3.0,6.0,,,,,1.0,,,,,4.0,20.0,36.0,2.0,10.0,,7.0,1.0,,,2.0,1.0,1.0,1.0,,,3.0,1.0,,1.0,1.0,,,1.0,2.0,,2.0,1.0,4.0,,,,,,,,,,,2.0,,,11.0,17.0,,,,,2.0,,1.0,4.0,,,89.0,2.0,3.0,,,,,,2.0,,269.0,51.0,15.0,226.0,,,2.0,2.0,14.0,,2.0,14.0,,,3.0,1.0,1.0,,,,7.0,,,,1085.0
Kendall,,,1.0,,,3.0,4.0,,4.0,2.0,7.0,6.0,3.0,5.0,12.0,3.0,2.0,14.0,,1.0,6.0,6.0,2.0,1.0,1.0,5.0,,,,,,,7.0,1.0,7.0,11.0,,,12.0,8.0,,,,,,,,3.0,,4.0,17.0,,6.0,18.0,,,,1.0,4.0,,,1.0,1.0,,,,2.0,6.0,2.0,,,,,,,,,,,7.0,14.0,,6.0,,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,2.0,,1.0,1.0,,,,,2.0,1.0,1.0,5.0,1.0,2.0,1.0,,,,,,,2.0,1.0,,,4.0,9.0,,,,,3.0,,3.0,,,4.0,,10.0,7.0,,,,,1.0,,2.0,153.0,56.0,45.0,176.0,1.0,,2.0,2.0,9.0,,4.0,11.0,1.0,1.0,1.0,1.0,,,7.0,2.0,5.0,,,,772.0
Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0
Kerr,,1.0,,,,,1.0,,1.0,,,,,,1.0,,1.0,3.0,,,2.0,,,,1.0,,,,,,,,3.0,,2.0,6.0,,,14.0,4.0,,,,,,1.0,,9.0,,2.0,6.0,1.0,2.0,10.0,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,3.0,7.0,,,,,,,2.0,3.0,,1.0,,,,5.0,1.0,,,,,,,,,,,1.0,,,2.0,,,,,,1.0,1.0,1.0,,,,6.0,,,,,,,2.0,,,2.0,,,2.0,,1.0,,,,,,31.0,12.0,5.0,25.0,,,,2.0,11.0,,1.0,1.0,,,1.0,,,,,1.0,,,,,207.0
Kimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,4.0
King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0
Kinney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
Kleberg,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,2.0,1.0,,,1.0,2.0,,,,,1.0,,,,,,,,3.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,7.0,3.0,2.0,11.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,,53.0
Knox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Lamar,,,,,,,,,,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,3.0,2.0,,,,,,,,1.0,,1.0,3.0,2.0,4.0,4.0,,,,,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,1.0,2.0,3.0,,2.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,2.0,1.0,,,,,,1.0,,10.0,11.0,2.0,12.0,,,1.0,,1.0,,,1.0,,,,,,,,,2.0,,,,89.0
