County,ALFA ROMEO TONALE,AUDI A3,AUDI A7,AUDI A8,AUDI E-TRON,AUDI E-TRON GT,AUDI E-TRON SPORTBACK,AUDI Q4,AUDI Q5,AUDI Q8,AUDI RS E-TRON GT,BENTLEY BENTAYGA,BENTLEY FLYING SPUR,BMW 330E,BMW 530E,BMW 745E,BMW I3,BMW I4,BMW I5,BMW I7,BMW I8,BMW IX,BMW X3,BMW X5,BMW XM,BRIGHTDROP ZEVO,BYD ELECTRIC TRUCK TRACTOR,CADILLAC CT6,CADILLAC ELR,CADILLAC LYRIQ,CHEVROLET BLAZER EV,CHEVROLET BOLT EUV,CHEVROLET BOLT EV,CHEVROLET SILVERADO EV,CHEVROLET SPARK,CHEVROLET VOLT,CHRYSLER PACIFICA,CODA CODA,DODGE HORNET,FERRARI 296 GTB,FERRARI 296 GTS,FERRARI SF90 STRADALE,FIAT 500,FISKER KARMA,FISKER OCEAN,FORD C-MAX,FORD ESCAPE,FORD F-150,FORD FOCUS,FORD FUSION,FORD MUSTANG MACH-E,FORD RANGER,FORD TRANSIT,FREIGHTLINER ECASCADIA 116” DAY CAB,GEM GEM,GENESIS G80,GENESIS GV60,GENESIS GV70,GILLIG LOW FLOOR BUS,GMC HUMMER EV PICKUP,GMC HUMMER EV SUV,GREENPOWER MOTOR COMPANY INC. EV STAR,HONDA ACCORD,HONDA CLARITY,HONDA PROLOGUE,HYUNDAI IONIQ,HYUNDAI IONIQ 5,HYUNDAI IONIQ 5 N,HYUNDAI IONIQ 6,HYUNDAI KONA ELECTRIC,HYUNDAI SANTA FE,HYUNDAI SONATA,HYUNDAI TUCSON,IC BUS PB10E,INTERNATIONAL MV60E,JAGUAR I-PACE,JEEP GRAND CHEROKEE,JEEP WRANGLER,KARMA REVERO,KIA EV6,KIA EV9,KIA NIRO,KIA OPTIMA,KIA SORENTO,KIA SOUL EV,KIA SPORTAGE,LAND ROVER RANGE ROVER,LEXUS NX,LEXUS RZ,LEXUS TX,LINCOLN AVIATOR,LINCOLN CORSAIR,LION LIONC (V2),LUCID AIR,MAZDA CX-90,MAZDA MX-30,MCLAREN P1,MERCEDES-BENZ B-CLASS,MERCEDES-BENZ C-CLASS,MERCEDES-BENZ EQB-CLASS,MERCEDES-BENZ EQE-CLASS SEDAN,MERCEDES-BENZ EQE-CLASS SUV,MERCEDES-BENZ EQS-CLASS SEDAN,MERCEDES-BENZ EQS-CLASS SUV,MERCEDES-BENZ GLC-CLASS,MERCEDES-BENZ GLE-CLASS,MERCEDES-BENZ S-CLASS,MILES ZX50S AD,MINI COUNTRYMAN,MINI HARDTOP,MITSUBISHI I-MIEV,MITSUBISHI OUTLANDER,NEW FLYER XCELSIOR,NISSAN ARIYA,NISSAN LEAF,PETERBILT 220,PETERBILT 579,POLESTAR PS1,POLESTAR PS2,PORSCHE 918,PORSCHE CAYENNE,PORSCHE PANAMERA,PORSCHE TAYCAN,RIVIAN EDV,RIVIAN R1S,RIVIAN R1T,ROLLS ROYCE SPECTRE,SMART EQ FORTWO,SMART FORTWO ELECTRIC DRIVE,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,SUBARU CROSSTREK,SUBARU SOLTERRA,TESLA CYBERTRUCK,TESLA MODEL 3,TESLA MODEL S,TESLA MODEL X,TESLA MODEL Y,TESLA ROADSTER,TESLA SEMI,TOYOTA BZ4X,TOYOTA PRIUS PLUG-IN,TOYOTA PRIUS PRIME,TOYOTA RAV4,TOYOTA RAV4 PRIME,VINFAST VF 8,VOLKSWAGEN E-GOLF,VOLKSWAGEN ID.4,VOLVO C40,VOLVO S60,VOLVO S90,VOLVO TRUCK VNR,VOLVO V60,VOLVO XC40,VOLVO XC60,VOLVO XC90,WHEEGO ELECTRIC CARS WHEEGO,WORKHORSE E-GEN PLUG IN HYBRID,XOS MDXT,XOS SV01,Grand Total
Montgomery,13.0,2.0,2.0,,34.0,14.0,10.0,24.0,24.0,12.0,1.0,,,61.0,76.0,3.0,46.0,61.0,9.0,2.0,14.0,33.0,13.0,81.0,8.0,,,,6.0,58.0,1.0,38.0,66.0,11.0,3.0,110.0,124.0,,1.0,,1.0,2.0,9.0,2.0,7.0,25.0,14.0,87.0,1.0,65.0,174.0,,6.0,,4.0,,6.0,2.0,,13.0,13.0,,,18.0,,4.0,44.0,,18.0,7.0,5.0,6.0,,,,8.0,249.0,338.0,1.0,72.0,8.0,45.0,4.0,7.0,,9.0,4.0,7.0,15.0,,20.0,4.0,,21.0,18.0,,,2.0,,28.0,13.0,40.0,64.0,4.0,7.0,19.0,3.0,,10.0,17.0,,17.0,,18.0,87.0,,,,12.0,1.0,26.0,19.0,50.0,,67.0,58.0,2.0,,3.0,,3.0,7.0,31.0,1576.0,446.0,274.0,1547.0,1.0,,12.0,9.0,68.0,1.0,43.0,,3.0,93.0,14.0,13.0,2.0,,,20.0,25.0,44.0,,,,,14246.0
Moore,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,5.0,1.0,1.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,42.0
Morris,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,3.0,2.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,44.0
Motley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Nacogdoches,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,1.0,,1.0,2.0,,,8.0,1.0,,,,,,,,,1.0,1.0,2.0,,2.0,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,6.0,,2.0,,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,4.0,,,,,,,2.0,22.0,7.0,3.0,25.0,,,,,4.0,,3.0,,,,,,,,,,1.0,2.0,,,,,242.0
Navarro,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,2.0,,2.0,3.0,,,1.0,3.0,,,,,,,,,3.0,1.0,3.0,,3.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,6.0,,1.0,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,29.0,6.0,2.0,14.0,,,,,3.0,,2.0,,,,,,,,,1.0,,1.0,,,,,204.0
Newton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
Nolan,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,26.0
Nueces,3.0,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,9.0,5.0,1.0,13.0,9.0,1.0,1.0,3.0,8.0,3.0,15.0,2.0,,,1.0,3.0,10.0,3.0,13.0,20.0,,4.0,25.0,29.0,,1.0,,,,5.0,,2.0,9.0,4.0,12.0,13.0,15.0,34.0,,2.0,,2.0,1.0,,,,3.0,4.0,,,12.0,,2.0,10.0,,10.0,4.0,,,,,,1.0,26.0,51.0,,12.0,1.0,6.0,1.0,2.0,,2.0,,3.0,,,4.0,2.0,,6.0,2.0,,,,1.0,2.0,,3.0,7.0,,3.0,3.0,,,1.0,,,11.0,,4.0,13.0,,,,2.0,,4.0,1.0,2.0,,10.0,8.0,,,1.0,,,2.0,5.0,306.0,60.0,41.0,214.0,,,2.0,1.0,24.0,,19.0,,1.0,24.0,,1.0,,,,,5.0,5.0,,,,,2478.0
Ochiltree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0
Oldham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
Orange,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,1.0,4.0,3.0,,,5.0,7.0,,1.0,,,,,,,,1.0,4.0,,1.0,7.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,3.0,10.0,,4.0,,3.0,,1.0,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,29.0,12.0,8.0,22.0,,,,,,,,,,1.0,,,,,,,,,,,,,278.0
Palo Pinto,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,5.0,2.0,,,,,,,,1.0,2.0,2.0,7.0,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,5.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,3.0,6.0,,8.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,118.0
Panola,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,2.0,,2.0,,,,,,,1.0,,,2.0,,,1.0,,,,1.0,,,,,,58.0
Parker,,4.0,,1.0,8.0,2.0,4.0,1.0,5.0,2.0,,,1.0,4.0,7.0,,6.0,9.0,,,2.0,4.0,3.0,10.0,1.0,,,1.0,1.0,13.0,2.0,4.0,15.0,,1.0,36.0,16.0,,,,,,4.0,,,4.0,5.0,27.0,2.0,19.0,38.0,,1.0,,,,,,,2.0,2.0,,,8.0,,2.0,5.0,,,2.0,1.0,,,,,1.0,9.0,20.0,1.0,13.0,2.0,5.0,1.0,4.0,,,,,,,3.0,2.0,,2.0,3.0,,,,,5.0,1.0,1.0,6.0,1.0,,2.0,1.0,,1.0,,,1.0,,5.0,21.0,,,,,,7.0,1.0,6.0,,19.0,5.0,,,3.0,,,,6.0,220.0,78.0,35.0,225.0,,,5.0,3.0,18.0,1.0,9.0,1.0,1.0,20.0,1.0,1.0,1.0,,,2.0,6.0,10.0,,,,,2160.0
Parmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,10.0
Pecos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,26.0
Polk,,1.0,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,1.0,,,,,1.0,,,1.0,4.0,,,9.0,5.0,,,,,,,1.0,,4.0,1.0,2.0,,5.0,3.0,,,,2.0,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,2.0,14.0,,3.0,,1.0,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,1.0,3.0,,,,1.0,,,,,,1.0,2.0,,,,,,,,27.0,8.0,4.0,21.0,,,,,5.0,,3.0,,,,1.0,1.0,,,,,,1.0,,,,,302.0
Potter,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,5.0,,,,,,2.0,,3.0,3.0,,1.0,6.0,5.0,,,,,,1.0,,,1.0,8.0,8.0,,16.0,7.0,,6.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,2.0,8.0,,1.0,,1.0,,1.0,,,,,,,3.0,,,,3.0,,,,,,,,2.0,,1.0,,,,,1.0,,3.0,,1.0,7.0,,,,,,,,1.0,,3.0,,,,,,,,2.0,44.0,17.0,7.0,23.0,,,2.0,,6.0,,5.0,,,4.0,,1.0,,,,,,,1.0,,,,458.0
Presidio,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,16.0
Rains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,2.0,3.0,4.0,,,,,,,2.0,,,1.0,,,,,,,,1.0,,,,,68.0
Randall,,,,,6.0,,1.0,,,,1.0,,,2.0,2.0,,,,,,,1.0,,6.0,,,,1.0,,1.0,,4.0,12.0,,,29.0,3.0,,,,,,2.0,1.0,,3.0,2.0,8.0,,5.0,21.0,,,,1.0,,,,,2.0,3.0,,,4.0,,1.0,2.0,,,,1.0,,,,,,3.0,11.0,,2.0,1.0,,,2.0,,1.0,,,1.0,,11.0,,,,3.0,,,,,1.0,,,1.0,,,1.0,,,,,,2.0,,4.0,7.0,,,,,,3.0,,2.0,,8.0,3.0,,,1.0,,,3.0,1.0,117.0,30.0,35.0,77.0,,,1.0,1.0,21.0,,13.0,,,16.0,,1.0,,,,,2.0,3.0,,,,,1028.0
Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,10.0
Red River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,16.0
Reeves,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,36.0
Refugio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,12.0
Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Robertson,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,5.0,,,3.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,46.0
Rockwall,,,,,8.0,3.0,,6.0,5.0,4.0,,,1.0,5.0,15.0,,11.0,12.0,2.0,,6.0,7.0,1.0,13.0,3.0,,,,5.0,22.0,4.0,14.0,18.0,,1.0,32.0,19.0,,,,,,6.0,,,5.0,7.0,24.0,,17.0,49.0,,4.0,,,1.0,3.0,1.0,,2.0,7.0,,,7.0,,2.0,8.0,,3.0,1.0,,,,,,3.0,15.0,43.0,1.0,13.0,6.0,9.0,,1.0,,1.0,1.0,,1.0,,5.0,,,3.0,4.0,,,,2.0,5.0,1.0,4.0,11.0,,3.0,2.0,,,,2.0,,1.0,,6.0,12.0,,,,4.0,,5.0,5.0,13.0,,17.0,12.0,,,,,,4.0,6.0,352.0,120.0,57.0,337.0,,,2.0,3.0,30.0,,6.0,,2.0,16.0,2.0,,,,,1.0,5.0,8.0,,,,,3052.0
Runnels,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,22.0
Rusk,,,,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,2.0,,2.0,1.0,,,6.0,,,,,,1.0,,,,1.0,1.0,1.0,,7.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,2.0,,,,,,,,15.0,6.0,5.0,13.0,,,,1.0,4.0,,1.0,,,,,,,,,,1.0,2.0,,,,,188.0
Sabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,14.0
San Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,14.0
San Jacinto,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,3.0,,,1.0,2.0,,,,,,,,,1.0,1.0,1.0,,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,14.0,4.0,,8.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,118.0
San Patricio,,,,,,,,,,,,,,4.0,2.0,,1.0,,,1.0,2.0,1.0,,3.0,,,,,,2.0,1.0,3.0,4.0,,,7.0,4.0,,,,,,,,,,2.0,4.0,,3.0,7.0,,,,,,1.0,,,,,,,1.0,,,2.0,,,1.0,,,,,,,8.0,7.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,27.0,6.0,2.0,24.0,,,,,4.0,,2.0,,1.0,1.0,,,,,,,,2.0,,,,,296.0
San Saba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0
Scurry,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,38.0
Shackelford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,6.0
Shelby,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,34.0
Sherman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
Smith,,1.0,,,2.0,,,,1.0,1.0,,,,4.0,5.0,1.0,8.0,3.0,,,3.0,8.0,1.0,12.0,2.0,,,,1.0,10.0,1.0,8.0,12.0,,1.0,38.0,15.0,,,,,,3.0,,1.0,4.0,5.0,8.0,1.0,11.0,12.0,,,,5.0,,1.0,,,3.0,1.0,,,8.0,1.0,,3.0,,3.0,2.0,,1.0,,,,,11.0,33.0,,8.0,2.0,11.0,,2.0,1.0,1.0,3.0,,,,7.0,1.0,,,,,,,1.0,1.0,,6.0,9.0,,,1.0,1.0,,1.0,,,4.0,,2.0,16.0,,,,,,3.0,2.0,6.0,,8.0,2.0,,,1.0,,2.0,1.0,2.0,180.0,68.0,40.0,148.0,,,1.0,3.0,15.0,,7.0,,1.0,10.0,,2.0,,,,,3.0,5.0,,,,,1686.0
Somervell,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,46.0
Starr,1.0,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,5.0,2.0,,,,,,,,,,,6.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,7.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,2.0,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,120.0
Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,12.0
Sterling,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Stonewall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,6.0
Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
Swisher,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
Tarrant,6.0,16.0,2.0,2.0,90.0,31.0,26.0,42.0,50.0,33.0,3.0,1.0,1.0,111.0,150.0,13.0,138.0,190.0,27.0,9.0,51.0,122.0,29.0,203.0,9.0,3.0,,10.0,19.0,152.0,13.0,396.0,364.0,6.0,15.0,436.0,211.0,,1.0,1.0,,1.0,51.0,6.0,19.0,93.0,50.0,217.0,6.0,218.0,441.0,,58.0,1.0,10.0,43.0,6.0,2.0,,17.0,19.0,,1.0,88.0,1.0,21.0,140.0,,44.0,26.0,2.0,3.0,2.0,,1.0,25.0,95.0,353.0,5.0,125.0,33.0,126.0,5.0,29.0,15.0,25.0,13.0,19.0,23.0,1.0,38.0,16.0,,51.0,33.0,,,4.0,11.0,67.0,41.0,52.0,134.0,1.0,17.0,30.0,13.0,,12.0,38.0,,58.0,10.0,58.0,361.0,,,1.0,75.0,2.0,59.0,40.0,222.0,417.0,178.0,109.0,2.0,1.0,25.0,,6.0,22.0,49.0,4428.0,1309.0,826.0,4144.0,1.0,2.0,32.0,33.0,189.0,,87.0,,21.0,246.0,142.0,29.0,11.0,,,37.0,75.0,130.0,,,,,38912.0
